base_social_norm,eb_social_norm,Z,gens,mu,chi,eps,alpha,q,consensus_thresh,non_consensus_strategy,b,c,beta,generations,convergence_period,gamma_min,gamma_max,gamma_delta,gamma_center,average_cooperation,average_consensus,G,ALWAYS_COOPERATE,DISCRIMINATE,PARADOXICALLY_DISC,ALWAYS_DEFECT,EmotionProfile.COMPETITIVE,EmotionProfile.COOPERATIVE
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.31,0.12,0.55,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.253,0.128,0.425,0.0,0.0,0.05,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.12,0.102,0.35,0.025,0.1,0.025,0.85,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.241,0.133,0.475,0.025,0.075,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.75,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.675,0.123,0.225,0.05,0.25,0.05,0.65,0.68,0.33
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.979,1.0,0.1,0.025,0.0,0.975,0.0,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.957,1.0,0.075,0.025,0.05,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.05,1.0,0.1,0.025,0.05,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.875,1.0,0.9,0.025,0.925,0.0,0.05,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.889,1.0,0.975,0.05,0.925,0.025,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.028,1.0,0.95,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.982,1.0,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.558,1.0,0.9,0.05,0.9,0.025,0.025,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.041,1.0,0.05,0.05,0.025,0.925,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.803,1.0,0.125,0.025,0.025,0.925,0.025,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.01,1.0,0.975,0.075,0.925,0.0,0.0,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.89,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.937,1.0,0.025,0.0,0.0,0.975,0.025,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.841,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.844,1.0,0.975,0.0,0.975,0.025,0.0,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.782,1.0,0.05,0.0,0.05,0.95,0.0,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,91.176,1.0,0.925,0.125,0.875,0.0,0.0,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.908,1.0,0.025,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.896,1.0,0.025,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.858,1.0,0.925,0.1,0.9,0.0,0.0,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.857,1.0,0.025,0.0,0.0,1.0,0.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.892,1.0,0.9,0.05,0.925,0.0,0.025,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.605,1.0,0.875,0.0,1.0,0.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.919,1.0,0.1,0.15,0.05,0.8,0.0,0.2,0.8
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,1.0,0.0,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,90.874,1.0,0.05,0.0,0.0,1.0,0.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.08,1.0,0.45,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.628,1.0,0.45,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.072,1.0,0.45,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.11,1.0,0.45,0.0,0.0,0.05,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.046,1.0,0.45,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.967,1.0,0.45,0.025,0.025,0.0,0.95,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.382,1.0,0.45,0.0,0.0,0.025,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.994,1.0,0.45,0.0,0.1,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.993,1.0,0.45,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.984,1.0,0.45,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.466,1.0,0.45,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.895,1.0,0.45,0.0,0.35,0.0,0.65,0.65,0.35
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.291,1.0,0.45,0.025,0.05,0.025,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.233,1.0,0.45,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.992,1.0,0.45,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.776,1.0,0.45,0.0,0.05,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.699,1.0,0.45,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.839,1.0,0.45,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.021,1.0,0.45,0.025,0.025,0.05,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.365,1.0,0.45,0.025,0.0,0.1,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.215,1.0,0.45,0.025,0.0,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.888,1.0,0.45,0.025,0.05,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.134,1.0,0.45,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.217,1.0,0.45,0.0,0.05,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.0,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.66,1.0,0.45,0.0,0.05,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.917,0.163,0.7,0.0,0.25,0.025,0.725,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,7.08,0.145,0.55,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.826,0.146,0.45,0.075,0.075,0.0,0.85,0.15,0.85
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.933,0.13,0.6,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.952,0.124,0.525,0.05,0.025,0.0,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.167,0.209,0.225,0.075,0.05,0.0,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.801,0.136,0.55,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.212,0.211,0.25,0.025,0.0,0.025,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.556,0.105,0.525,0.0,0.175,0.0,0.825,0.82,0.17
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.246,0.136,0.325,0.075,0.025,0.0,0.9,0.9,0.1
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.877,0.135,0.375,0.0,0.075,0.0,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.204,0.118,0.45,0.05,0.0,0.0,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.686,0.134,0.525,0.05,0.0,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.527,0.164,0.425,0.0,0.1,0.0,0.9,0.1,0.9
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.636,0.145,0.625,0.0,0.175,0.1,0.725,0.28,0.72
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.841,0.14,0.4,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.632,0.128,0.475,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.958,0.154,0.425,0.025,0.1,0.0,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.0,0.161,0.45,0.0,0.025,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.084,0.192,0.2,0.025,0.025,0.0,0.95,0.95,0.05
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.736,0.13,0.325,0.0,0.0,0.0,1.0,1.0,0.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.935,0.149,0.5,0.0,0.025,0.05,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.904,0.174,0.35,0.0,0.0,0.075,0.925,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.241,0.194,0.275,0.0,0.0,0.025,0.975,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.25,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.272,0.141,0.6,0.025,0.0,0.025,0.95,0.05,0.95
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.53,0.108,0.45,0.025,0.05,0.1,0.825,0.17,0.82
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.091,0.135,0.475,0.0,0.05,0.025,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.892,0.158,0.425,0.0,0.0,0.075,0.925,0.07,0.93
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.874,0.158,0.625,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.459,0.16,0.7,0.0,0.075,0.025,0.9,0.93,0.07
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.609,0.149,0.575,0.0,0.125,0.075,0.8,0.8,0.2
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.224,0.163,0.45,0.05,0.075,0.0,0.875,0.88,0.12
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.214,0.263,0.4,0.025,0.025,0.2,0.75,0.7,0.3
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.941,0.145,0.3,0.0,0.025,0.0,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.284,0.14,0.525,0.0,0.0,0.0,1.0,0.0,1.0
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.143,0.219,0.5,0.075,0.05,0.1,0.775,0.78,0.23
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.123,0.148,0.2,0.0,0.025,0.0,0.975,0.03,0.97
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.969,0.151,0.525,0.0,0.075,0.05,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.329,0.124,0.625,0.0,0.0,0.025,0.975,0.97,0.03
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,6.167,0.171,0.65,0.0,0.05,0.075,0.875,0.12,0.88
"[[1, 0], [0, 1]]","[[(1, 1), (0, 0)], [(0, 0), (1, 1)]]",40,2000,1.0,0.01,0.01,0.0,0.5,0.25,action,5,1,1.0,2000,400,0.0,1.0,0.0,1.0,5.992,0.155,0.525,0.025,0.025,0.025,0.925,0.07,0.93
